# nr_ka = 512
# fs_points = 32
# t_diff = 1.5e-14 s
# back_L = 1e-09 m
# t_end = 2e-12 s
# dt0fact = 10
# err_frac = 1e-11
# nuss FS = False
# bs_type = 1 (default 1)
# Time taken 25755 s
# Errors are absolute
# Field in Tesla, rest in SI for conductivity so 1/Ohm/m

B Sbb dSbb Saa dSaa Sab dSab
0, 255657.25250476433, 3.5204653146071e-06, 3142.482306793042, 0.08366374839367677, -1.2142953252761549e-09, 1.5085353720905142e-09
5, 255657.25251070847, 6.612782018437644e-06, 3142.104979483675, 0.07156037150182044, 3.0704262727454135e-09, 2.8393575900042544e-09
10, 255657.25250697514, 3.498594201475936e-06, 3141.412358110313, 0.226589285470325, -9.659480049520168e-10, 1.1471991024079569e-08
15, 255657.25250408106, 4.302398042099722e-06, 3140.404885253649, 0.38131803003266623, -4.93628228793018e-09, 5.16223580122914e-09
20, 255657.2525007322, 2.680534340348699e-06, 3139.0831924939894, 0.5356350164572544, -3.4059034148695433e-09, 7.526216065734561e-09
20, 255657.2525007322, 2.680534340348699e-06, 3139.0831924939894, 0.5356350164572544, -3.4059034148695433e-09, 7.526216065734561e-09
25, 255657.25250562493, 7.185269116688906e-06, 3137.4480994405762, 0.6894302226596133, -1.2260370252504996e-09, 1.2651367118010779e-08
30, 255657.2525079783, 1.283880296984126e-05, 3135.500612494424, 0.8425945720438541, 9.645910187591553e-10, 5.2376161190944035e-09
35, 255657.25250806008, 9.681784286826322e-06, 3133.241923327284, 0.9950200470089682, 6.413079053403238e-10, 1.4213860980835515e-09
40, 255657.25250185147, 9.944546417423473e-06, 3130.6734070910725, 1.1465998436062144, -3.5150088741817106e-09, 3.4650328201309685e-09
50, 255657.25250472315, 8.900085893971495e-06, 3124.613298818033, 1.4468022231753197, 7.195042347039763e-10, 9.613947669143625e-09
60, 255657.25250562542, 7.80845129474317e-06, 3117.3348737699753, 1.7423775859237531, 1.6316062736420246e-09, 8.751035631769147e-09
70, 255657.2525074629, 6.279951966017578e-06, 3108.8554953060566, 2.032531141746928, 1.1333850235267791e-09, 6.6235548936938495e-09
80, 255657.25250331807, 6.664468032460826e-06, 3099.1952023604968, 2.316501958809605, 2.214620313780667e-09, 8.367719680406585e-09
90, 255657.25250317692, 6.823534372110905e-06, 3088.3765934793673, 2.593567119876576, -6.251880401909548e-09, 1.0971144694931888e-08
100, 255657.2525059665, 2.9436249064173535e-06, 3076.4246978291376, 2.863045483924782, -4.675797479992112e-09, 1.2201976120693405e-08
300, 255657.25250880508, 7.849755226906455e-06, 2652.6295559338632, 6.056945793376361, 7.700331233576163e-10, 1.300707738386841e-09
500, 255657.25250353361, 5.128659739110912e-06, 2084.2153714398446, 5.389061267791704, 2.3637191717213405e-09, 1.3500661827376703e-08
1000, 255657.25250263198, 3.6977741755067108e-06, 1043.475459665956, 0.7277264387437633, -5.600018159513633e-10, 3.6600928620929008e-09
2000, 255657.25252151155, 6.684070743558372e-06, 350.1312388567269, 1.5919861908969777, -8.750729766478488e-07, 6.278834735023308e-07
4000, 255657.25251486272, 5.620746120925895e-06, 96.66991636860334, 1.2872443305858645, 3.963211990168685e-08, 1.5865319705984212e-07
6000, 255657.25250256326, 5.162923465812179e-06, 44.19340184756118, 0.9324633720821509, -4.240203027380478e-08, 1.9232415989418702e-07
8000, 255657.2525059823, 3.507611669626809e-06, 25.28005584116312, 0.7199285238244925, 1.7317599588983106e-07, 2.8919087138749253e-07
10000, 255657.25250233372, 6.126259706281754e-06, 16.396521797470605, 0.5837950274627474, -1.1866448468935532e-08, 6.837740646610927e-08
