# Relaxation time approximation results
# tau = 1.15e-14
# structE: tb=0.0625 ta=0.03575 mu=-0.0325
# conj:    tb=0.0625 ta=-0.03575 mu=0.052500000000000005
# relative err:  1.4166457588715552e-05
# units T, 1/Ohmm x3

B saa sbb sab
0.0 0.0017902617822473476 0.0025272011598041063 -1.4241575260659545e-19
0.2564102564102564 0.001790261555075719 0.0025272011279172946 6.066459854517458e-08
0.5128205128205128 0.0017902608735613321 0.0025272010322668218 1.2132919794408682e-07
0.7692307692307692 0.0017902597377056678 0.0025272008728511406 1.8199378371779543e-07
1.0256410256410255 0.0017902581475112067 0.0025272006496686707 2.4265836286299705e-07
1.282051282051282 0.001790256102981411 0.002527200362721447 3.0332292758100586e-07
1.5384615384615383 0.0017902536041207377 0.0025272000120078316 3.639874794011554e-07
1.7948717948717947 0.001790250650934632 0.002527199597528334 4.2465200613007345e-07
2.051282051282051 0.0017902472434295266 0.0025271991192881166 4.853165089773132e-07
2.3076923076923075 0.0017902433816128513 0.0025271985772861794 5.459809848984466e-07
2.564102564102564 0.0017902390654930232 0.0025271979715234933 6.066454328955959e-07
2.8205128205128203 0.0017902342950794417 0.0025271973019988132 6.673098454144197e-07
3.0769230769230766 0.001790229070382501 0.00252719656871738 7.279742180907996e-07
3.333333333333333 0.0017902233914135997 0.002527195771679376 7.886385512800905e-07
3.5897435897435894 0.0017902172581851002 0.002527194910888231 8.493028421370903e-07
3.846153846153846 0.0017902106707103661 0.0025271939863414448 9.099670818769302e-07
4.102564102564102 0.0017902036290037464 0.0025271929980458154 9.706312706674243e-07
4.358974358974359 0.001790196133080598 0.00252719194600097 1.0312954092136835e-06
4.615384615384615 0.00179018818295724 0.002527190830211336 1.0919594854969491e-06
4.871794871794871 0.001790179778650992 0.0025271896506761874 1.152623500910094e-06
5.128205128205128 0.0017901709201801716 0.0025271884074045646 1.2132874529029722e-06
5.384615384615384 0.0017901616075640787 0.00252718710038825 1.2739513377281055e-06
5.6410256410256405 0.0017901518408229896 0.0025271857296422662 1.334615150284107e-06
5.897435897435897 0.0017901416199781707 0.0025271842951653132 1.395278885476298e-06
6.153846153846153 0.00179013094505191 0.002527182796958028 1.4559425428349143e-06
6.41025641025641 0.0017901198160674321 0.0025271812350224666 1.5166061170625374e-06
6.666666666666666 0.0017901082330489993 0.002527179609366548 1.5772696103731227e-06
6.9230769230769225 0.0017900961960218092 0.002527177919994803 1.637933011138245e-06
7.179487179487179 0.0017900837050121008 0.002527176166907983 1.6985963213624111e-06
7.435897435897435 0.0017900707600470478 0.002527174350108622 1.7592595376655624e-06
7.692307692307692 0.0017900573611548736 0.002527172469606278 1.8199226545233327e-06
7.948717948717948 0.001790043508364723 0.002527170525399157 1.8805856668248446e-06
8.205128205128204 0.0017900292017067419 0.002527168517495489 1.9412485709955317e-06
8.46153846153846 0.0017900144412120937 0.0025271664458969625 2.0019113724112692e-06
8.717948717948717 0.0017899992269129346 0.002527164310610783 2.0625740574179237e-06
8.974358974358974 0.0017899835588423398 0.0025271621116422383 2.123236626721398e-06
9.23076923076923 0.001789967437034443 0.0025271598489953616 2.183899076250404e-06
9.487179487179485 0.0017899508615242935 0.002527157522673974 2.2445614050338616e-06
9.743589743589743 0.0017899338323480228 0.0025271551326843675 2.3052236076694814e-06
10.0 0.0017899163495426083 0.002527152679031283 2.3658856773761382e-06
11.0 0.001789843832903695 0.002527142501591866 2.6024664529467286e-06
14.708333333333334 0.0017895147300418719 0.0025270963137591644 3.479765791063086e-06
18.416666666666668 0.0017890909384378996 0.002527036838098613 4.357024160569333e-06
22.125 0.0017885726503591918 0.0025269641024347274 5.23423119602609e-06
25.833333333333336 0.0017879601004178987 0.00252687814066709 6.111376512960822e-06
29.541666666666668 0.0017872535651526117 0.0025267789926144693 6.9884496985376545e-06
33.25 0.0017864533625386765 0.0025266667039207692 7.865440312947509e-06
36.958333333333336 0.0017855598514319392 0.002526541325907244 8.742337880027944e-06
40.66666666666667 0.0017845734309466124 0.002526402915405762 9.61913187908065e-06
44.375 0.0017834945397723432 0.0025262515346037404 1.0495811758352925e-05
48.083333333333336 0.0017823236554332844 0.002526087250848027 1.1372366904470118e-05
51.79166666666667 0.0017810612934932466 0.0025259101364712485 1.2248786671005485e-05
55.5 0.0017797080067101043 0.002525720268570387 1.3125060338954555e-05
59.208333333333336 0.001778264384144104 0.0025255177288094014 1.4001177148684543e-05
62.91666666666667 0.00177673105022389 0.002525302603201204 1.4877126257380287e-05
66.625 0.0017751086637733426 0.002525074981888869 1.575289677220823e-05
70.33333333333334 0.0017733979170044076 0.002524834958920163 1.6628477720767544e-05
74.04166666666667 0.0017715995344790533 0.0025245826320298022 1.7503858051305916e-05
77.75 0.0017697142720442317 0.0025243181024062937 1.837902662892467e-05
81.45833333333334 0.0017677429157432446 0.0025240414744802445 1.925397223154959e-05
85.16666666666667 0.0017656862807077017 0.0025237528556847177 2.0128683539204572e-05
88.875 0.001763545210033207 0.0025234523562505324 2.100314911988202e-05
92.58333333333334 0.0017613205736433809 0.0025231400889897306 2.187735743780229e-05
96.29166666666667 0.0017590132671405942 0.0025228161690826634 2.275129682424206e-05
100.0 0.0017566242106554822 0.0025224807138631024 2.3624955483084945e-05
150.0 0.00171693645948771 0.0025168937112416846 3.537088451075491e-05
285.0 0.0015576632996780878 0.002493870735216219 6.649822307179267e-05
420.0 0.0013632014934634059 0.002463654525423058 9.558442030720744e-05
555.0 0.0011701232739852372 0.0024307000711944506 0.00012058804653456738
690.0 0.0009961382758108374 0.0023981389974942224 0.0001399956299940273
825.0 0.0008467679108090913 0.0023678573170314685 0.0001534904424968611
960.0 0.0007215530432789386 0.002340751439296486 0.00016169276568146892
1095.0 0.0006176991112708931 0.0023170578266504364 0.00016564032307931812
1230.0 0.0005318405892327571 0.0022966362891730244 0.0001664092112676707
1365.0 0.0004607858777484358 0.0022791670845175734 0.0001649305722929444
1500.0 0.0004017751903521023 0.0022642702028603957 0.00016193772814570046
2000.0 0.0002549111553740767 0.002225687481143614 0.0001451238780789675
3000.0 0.00012498636469869567 0.00218981000680295 0.00011191160224808218
4000.0 7.298302507328773e-05 0.0021750063396841837 8.871550579162269e-05
5000.0 4.755271004989211e-05 0.0021676771736826943 7.28805737990943e-05
6000.0 3.3350375501299926e-05 0.0021635584810871114 6.163076329159293e-05
7000.0 2.4649350504988522e-05 0.0021610260742446355 5.3300144235258565e-05
8000.0 1.894523675453645e-05 0.0021593620143293877 4.6910483807982714e-05
9000.0 1.500817798526209e-05 0.002158211460222043 4.186617153834302e-05
10000.0 1.2177525939042247e-05 0.0021573832798044952 3.7788544812729474e-05
