# Relaxation time approximation results
# tau = 1e-14
# structE: tb=0.0625 ta=0.003 mu=-0.0075
# conj:    tb=0.0625 ta=-0.00038 mu=0.00088
# relative err:  7.079239095990941e-11
# is_nuss: True
# units T, 1/Ohmm x3

B saa sbb sab
      0.0000000000   4.6517273627e-06   2.6782596183e-03   3.1823321898e-21
      0.2564102564   4.6517266652e-06   2.6782596183e-03  -6.1910740686e-11
      0.5128205128   4.6517245729e-06   2.6782596183e-03  -1.2382142564e-10
      0.7692307692   4.6517210857e-06   2.6782596183e-03  -1.8573199858e-10
      1.0256410256   4.6517162036e-06   2.6782596183e-03  -2.4764240483e-10
      1.2820512821   4.6517099267e-06   2.6782596183e-03  -3.0955259044e-10
      1.5384615385   4.6517022549e-06   2.6782596183e-03  -3.7146249764e-10
      1.7948717949   4.6516931882e-06   2.6782596183e-03  -4.3337207031e-10
      2.0512820513   4.6516827268e-06   2.6782596183e-03  -4.9528125997e-10
      2.3076923077   4.6516708705e-06   2.6782596183e-03  -5.5718999699e-10
      2.5641025641   4.6516576194e-06   2.6782596182e-03  -6.1909823823e-10
      2.8205128205   4.6516429736e-06   2.6782596182e-03  -6.8100592166e-10
      3.0769230769   4.6516269331e-06   2.6782596182e-03  -7.4291298895e-10
      3.3333333333   4.6516094978e-06   2.6782596182e-03  -8.0481939490e-10
      3.5897435897   4.6515906679e-06   2.6782596182e-03  -8.6672507125e-10
      3.8461538462   4.6515704433e-06   2.6782596181e-03  -9.2862998060e-10
      4.1025641026   4.6515488242e-06   2.6782596181e-03  -9.9053405351e-10
      4.3589743590   4.6515258105e-06   2.6782596181e-03  -1.0524372316e-09
      4.6153846154   4.6515014022e-06   2.6782596180e-03  -1.1143394674e-09
      4.8717948718   4.6514755995e-06   2.6782596180e-03  -1.1762407087e-09
      5.1282051282   4.6514484023e-06   2.6782596180e-03  -1.2381408857e-09
      5.3846153846   4.6514198108e-06   2.6782596179e-03  -1.3000399526e-09
      5.6410256410   4.6513898249e-06   2.6782596179e-03  -1.3619378547e-09
      5.8974358974   4.6513584447e-06   2.6782596178e-03  -1.4238345256e-09
      6.1538461538   4.6513256703e-06   2.6782596178e-03  -1.4857299278e-09
      6.4102564103   4.6512915018e-06   2.6782596177e-03  -1.5476239953e-09
      6.6666666667   4.6512559392e-06   2.6782596177e-03  -1.6095166708e-09
      6.9230769231   4.6512189825e-06   2.6782596176e-03  -1.6714079053e-09
      7.1794871795   4.6511806318e-06   2.6782596176e-03  -1.7332976314e-09
      7.4358974359   4.6511408873e-06   2.6782596175e-03  -1.7951858073e-09
      7.6923076923   4.6510997489e-06   2.6782596175e-03  -1.8570723747e-09
      7.9487179487   4.6510572168e-06   2.6782596174e-03  -1.9189572714e-09
      8.2051282051   4.6510132909e-06   2.6782596173e-03  -1.9808404420e-09
      8.4615384615   4.6509679715e-06   2.6782596173e-03  -2.0427218379e-09
      8.7179487179   4.6509212586e-06   2.6782596172e-03  -2.1046014019e-09
      8.9743589744   4.6508731522e-06   2.6782596171e-03  -2.1664790728e-09
      9.2307692308   4.6508236525e-06   2.6782596171e-03  -2.2283547999e-09
      9.4871794872   4.6507727595e-06   2.6782596170e-03  -2.2902285366e-09
      9.7435897436   4.6507204734e-06   2.6782596169e-03  -2.3521002020e-09
     10.0000000000   4.6506667941e-06   2.6782596169e-03  -2.4139697663e-09
     11.0000000000   4.6504441362e-06   2.6782596165e-03  -2.6552398367e-09
     14.7083333333   4.6494335894e-06   2.6782596151e-03  -3.5496074219e-09
     18.4166666667   4.6481321546e-06   2.6782596133e-03  -4.4433091060e-09
     22.1250000000   4.6465403206e-06   2.6782596111e-03  -5.3361777908e-09
     25.8333333333   4.6446586846e-06   2.6782596085e-03  -6.2280468646e-09
     29.5416666667   4.6424879521e-06   2.6782596054e-03  -7.1187503601e-09
     33.2500000000   4.6400289354e-06   2.6782596020e-03  -8.0081230234e-09
     36.9583333333   4.6372825538e-06   2.6782595982e-03  -8.8960004166e-09
     40.6666666667   4.6342498319e-06   2.6782595939e-03  -9.7822190251e-09
     44.3750000000   4.6309318994e-06   2.6782595893e-03  -1.0666616369e-08
     48.0833333333   4.6273299893e-06   2.6782595843e-03  -1.1549031080e-08
     51.7916666667   4.6234454374e-06   2.6782595789e-03  -1.2429302998e-08
     55.5000000000   4.6192796807e-06   2.6782595731e-03  -1.3307273282e-08
     59.2083333333   4.6148342562e-06   2.6782595669e-03  -1.4182784495e-08
     62.9166666667   4.6101107996e-06   2.6782595604e-03  -1.5055680689e-08
     66.6250000000   4.6051110436e-06   2.6782595534e-03  -1.5925807500e-08
     70.3333333333   4.5998368163e-06   2.6782595461e-03  -1.6793012219e-08
     74.0416666667   4.5942900398e-06   2.6782595384e-03  -1.7657143928e-08
     77.7500000000   4.5884727285e-06   2.6782595304e-03  -1.8518053532e-08
     81.4583333333   4.5823869870e-06   2.6782595220e-03  -1.9375593832e-08
     85.1666666667   4.5760350082e-06   2.6782595132e-03  -2.0229619672e-08
     88.8750000000   4.5694190720e-06   2.6782595041e-03  -2.1079987930e-08
     92.5833333333   4.5625415423e-06   2.6782594946e-03  -2.1926557650e-08
     96.2916666667   4.5554048660e-06   2.6782594848e-03  -2.2769190101e-08
    100.0000000000   4.5480115701e-06   2.6782594746e-03  -2.3607748827e-08
    150.0000000000   4.4246943881e-06   2.6782593065e-03  -3.4452828904e-08
    285.0000000000   3.9247451676e-06   2.6782586465e-03  -5.8070930058e-08
    420.0000000000   3.3172768463e-06   2.6782578711e-03  -7.2339297353e-08
    555.0000000000   2.7323919620e-06   2.6782571385e-03  -7.8742030785e-08
    690.0000000000   2.2302685692e-06   2.6782565158e-03  -7.9908871765e-08
    825.0000000000   1.8226806837e-06   2.6782560133e-03  -7.8084635326e-08
    960.0000000000   1.4997504786e-06   2.6782556164e-03  -7.4765270368e-08
   1095.0000000000   1.2456683612e-06   2.6782553048e-03  -7.0832478544e-08
   1230.0000000000   1.0453085108e-06   2.6782550594e-03  -6.6768265106e-08
   1365.0000000000   8.8621211314e-07   2.6782548648e-03  -6.2819477780e-08
   1500.0000000000   7.5871966461e-07   2.6782547089e-03  -5.9101607412e-08
   2000.0000000000   4.5957434481e-07   2.6782543435e-03  -4.7732976303e-08
   3000.0000000000   2.1611728669e-07   2.6782540465e-03  -3.3670392339e-08
   4000.0000000000   1.2408818422e-07   2.6782539343e-03  -2.5776836563e-08
   5000.0000000000   8.0186466064e-08   2.6782538807e-03  -2.0821463513e-08
   6000.0000000000   5.5979870411e-08   2.6782538512e-03  -1.7443116243e-08
   7000.0000000000   4.1259762413e-08   2.6782538333e-03  -1.4999144798e-08
   8000.0000000000   3.1655267592e-08   2.6782538216e-03  -1.3151603388e-08
   9000.0000000000   2.5047291012e-08   2.6782538135e-03  -1.1707045616e-08
  10000.0000000000   2.0309024609e-08   2.6782538078e-03  -1.0547143554e-08
